age	marital	education	housing.loan	personal.loan	contact	day.of.week	duration.contact	number.contatcs.campaign	poutcome	term.deposit
69	married	basic	0	0	cellular	mon	258	3	success	0
42	married	university.degree	0	0	cellular	mon	226	2	nonexistent	0
34	married	basic	0	0	cellular	wed	727	3	nonexistent	1
48	married	basic	1	0	cellular	fri	36	1	nonexistent	0
41	married	basic	1	1	telephone	tue	207	4	nonexistent	0
59	married	basic	0	0	cellular	wed	413	4	nonexistent	0
50	married	high.school	1	0	telephone	fri	182	2	nonexistent	0
36	married	high.school	1	1	cellular	mon	142	1	nonexistent	0
38	married	basic	1	0	telephone	fri	100	1	nonexistent	0
44	married	basic	0	0	telephone	mon	109	1	nonexistent	0
35	single	high.school	0	0	telephone	wed	65	2	nonexistent	0
30	divorced	university.degree	1	0	cellular	fri	77	9	nonexistent	0
32	married	high.school	1	0	cellular	thu	434	2	nonexistent	0
53	single	professional.course	0	0	cellular	wed	76	5	nonexistent	0
36	single	university.degree	1	0	cellular	mon	231	2	failure	0
61	married	university.degree	1	1	cellular	thu	266	5	nonexistent	1
51	married	university.degree	1	1	cellular	thu	310	3	nonexistent	0
69	divorced	university.degree	1	0	cellular	tue	207	2	nonexistent	1
30	single	university.degree	1	0	cellular	tue	150	1	nonexistent	0
53	divorced	basic	0	0	cellular	fri	127	3	nonexistent	0
49	married	professional.course	0	0	cellular	tue	118	1	nonexistent	0
35	married	professional.course	1	0	cellular	tue	206	1	failure	0
40	married	high.school	1	0	telephone	mon	177	4	nonexistent	0
42	married	basic	1	0	cellular	wed	201	1	failure	0
41	divorced	university.degree	0	0	cellular	tue	349	1	nonexistent	0
31	married	basic	0	0	cellular	wed	421	1	nonexistent	0
40	married	university.degree	0	0	cellular	fri	608	3	nonexistent	0
53	married	university.degree	1	0	cellular	wed	92	2	failure	0
53	divorced	university.degree	1	0	cellular	wed	97	5	nonexistent	0
48	married	university.degree	1	0	cellular	thu	126	3	nonexistent	0
32	single	basic	0	0	cellular	fri	316	1	nonexistent	0
27	married	basic	1	1	cellular	mon	119	3	nonexistent	0
51	married	basic	1	0	cellular	fri	135	2	nonexistent	0
39	married	university.degree	0	0	telephone	fri	212	1	nonexistent	0
28	single	basic	1	0	cellular	tue	320	1	nonexistent	1
31	married	basic	1	0	telephone	wed	650	1	nonexistent	0
58	married	university.degree	0	0	cellular	thu	272	4	success	1
54	divorced	basic	0	0	telephone	wed	485	1	nonexistent	0
45	divorced	university.degree	1	0	cellular	mon	390	5	nonexistent	0
36	married	basic	1	0	cellular	thu	82	1	nonexistent	0
55	married	university.degree	0	0	telephone	mon	201	14	nonexistent	0
51	married	basic	1	0	cellular	wed	359	2	failure	0
27	single	high.school	1	0	cellular	wed	55	1	nonexistent	0
41	divorced	basic	0	0	cellular	fri	159	1	nonexistent	0
40	married	university.degree	0	0	cellular	fri	144	2	nonexistent	0
28	single	professional.course	0	0	cellular	wed	116	1	nonexistent	0
57	married	basic	0	0	cellular	tue	674	2	failure	0
37	married	university.degree	0	0	telephone	mon	1009	5	nonexistent	1
58	married	basic	0	0	cellular	wed	84	3	nonexistent	0
34	married	professional.course	0	0	cellular	mon	126	2	nonexistent	0
28	single	university.degree	1	0	telephone	thu	129	1	nonexistent	0
57	married	university.degree	0	0	cellular	thu	313	1	nonexistent	0
37	divorced	high.school	1	1	cellular	mon	92	1	failure	0
37	married	professional.course	1	0	telephone	fri	200	3	nonexistent	0
35	married	high.school	0	0	telephone	fri	91	2	nonexistent	0
42	married	high.school	0	1	telephone	tue	214	3	nonexistent	0
30	single	high.school	0	0	cellular	fri	268	5	failure	1
25	single	professional.course	1	0	cellular	fri	712	2	success	1
36	married	university.degree	0	1	telephone	thu	184	2	nonexistent	0
49	married	basic	0	0	telephone	fri	283	3	nonexistent	0
52	married	high.school	0	0	cellular	fri	165	1	failure	0
26	single	university.degree	1	0	cellular	thu	203	1	success	1
56	married	high.school	0	0	telephone	tue	242	1	nonexistent	0
37	married	university.degree	1	0	telephone	fri	45	2	nonexistent	0
32	single	university.degree	0	0	cellular	tue	80	3	nonexistent	0
36	married	basic	1	0	cellular	wed	181	1	nonexistent	0
36	married	high.school	1	0	cellular	fri	171	11	nonexistent	0
26	married	basic	0	0	telephone	mon	230	3	nonexistent	1
48	married	basic	0	0	cellular	thu	214	1	failure	0
57	married	basic	1	0	telephone	thu	144	1	nonexistent	0
45	married	basic	1	0	cellular	tue	829	1	nonexistent	0
46	married	university.degree	1	0	telephone	fri	170	4	nonexistent	0
38	married	basic	1	0	telephone	wed	362	1	nonexistent	0
24	single	university.degree	1	0	telephone	wed	40	1	nonexistent	0
38	single	professional.course	1	0	cellular	tue	249	2	nonexistent	0
60	married	university.degree	1	0	telephone	tue	245	2	nonexistent	0
44	divorced	basic	1	0	cellular	wed	153	3	success	1
32	married	basic	0	0	telephone	tue	89	5	nonexistent	0
38	married	high.school	0	0	cellular	fri	102	2	nonexistent	0
45	married	high.school	0	0	telephone	wed	215	2	nonexistent	0
44	single	basic	1	0	telephone	tue	159	1	nonexistent	0
44	married	basic	1	0	cellular	thu	102	1	nonexistent	0
31	single	university.degree	0	0	telephone	fri	239	2	nonexistent	0
32	married	basic	0	0	telephone	mon	147	2	nonexistent	0
45	married	university.degree	0	0	telephone	fri	134	2	nonexistent	0
40	married	high.school	1	0	cellular	tue	394	1	nonexistent	0
45	married	professional.course	0	0	cellular	thu	398	1	nonexistent	0
44	married	professional.course	0	0	telephone	thu	171	1	nonexistent	0
43	single	high.school	0	0	cellular	wed	1011	1	failure	1
25	single	high.school	0	0	telephone	fri	97	1	nonexistent	0
47	married	university.degree	0	0	telephone	tue	202	1	nonexistent	0
39	married	high.school	1	0	telephone	wed	128	1	nonexistent	0
32	married	university.degree	1	0	telephone	wed	186	2	nonexistent	0
41	married	basic	0	0	telephone	mon	180	2	nonexistent	0
58	married	basic	1	0	cellular	tue	216	2	nonexistent	0
42	married	professional.course	1	0	telephone	fri	149	1	nonexistent	0
50	married	basic	1	0	cellular	mon	511	3	nonexistent	0
42	married	university.degree	1	1	telephone	fri	123	1	nonexistent	0
53	married	basic	1	0	telephone	tue	1186	4	nonexistent	1
54	divorced	university.degree	1	1	cellular	thu	653	1	nonexistent	1
31	married	high.school	0	1	cellular	mon	155	2	success	1
50	married	basic	1	1	telephone	wed	125	1	nonexistent	0
48	divorced	high.school	1	0	cellular	mon	82	1	nonexistent	0
30	single	university.degree	0	1	cellular	mon	132	1	nonexistent	0
43	married	professional.course	0	0	telephone	thu	119	2	nonexistent	0
36	married	basic	0	1	cellular	mon	131	1	nonexistent	0
37	married	high.school	0	1	cellular	mon	264	5	nonexistent	0
55	married	university.degree	1	0	telephone	thu	220	7	nonexistent	0
47	married	basic	0	0	telephone	mon	53	1	nonexistent	0
54	married	professional.course	1	0	cellular	mon	130	2	nonexistent	0
26	single	university.degree	0	0	cellular	fri	351	2	nonexistent	0
27	single	professional.course	1	0	cellular	tue	483	2	nonexistent	0
32	single	university.degree	1	0	cellular	mon	340	3	nonexistent	0
43	married	basic	1	0	cellular	wed	402	1	nonexistent	0
26	single	university.degree	0	0	cellular	thu	139	1	nonexistent	1
32	married	high.school	1	1	telephone	wed	383	2	nonexistent	0
32	married	basic	1	0	telephone	fri	165	3	nonexistent	0
28	married	basic	0	1	telephone	fri	17	5	nonexistent	0
33	single	professional.course	1	0	cellular	wed	519	2	failure	1
42	married	professional.course	1	0	cellular	wed	246	1	nonexistent	0
53	married	basic	1	0	cellular	mon	136	2	nonexistent	0
70	married	basic	1	0	cellular	thu	320	1	nonexistent	0
47	married	university.degree	1	0	cellular	thu	20	1	nonexistent	0
43	married	high.school	1	0	cellular	mon	107	2	nonexistent	0
51	married	basic	1	0	telephone	wed	139	1	nonexistent	0
34	married	university.degree	1	0	cellular	tue	58	1	nonexistent	0
41	single	university.degree	1	1	cellular	wed	184	1	nonexistent	0
37	married	university.degree	1	0	cellular	mon	86	1	nonexistent	0
28	single	university.degree	1	0	telephone	mon	208	1	nonexistent	0
31	single	university.degree	1	0	cellular	wed	424	2	nonexistent	1
58	married	basic	0	0	cellular	tue	307	1	nonexistent	0
54	married	high.school	1	0	telephone	mon	490	12	nonexistent	0
48	married	professional.course	0	0	telephone	wed	360	1	success	1
50	single	basic	1	1	telephone	thu	184	1	nonexistent	0
38	single	university.degree	1	0	telephone	tue	446	12	nonexistent	0
37	married	high.school	0	0	cellular	fri	123	5	nonexistent	0
31	single	university.degree	0	1	cellular	tue	60	6	nonexistent	0
28	single	university.degree	0	0	cellular	mon	114	1	nonexistent	0
46	married	professional.course	1	0	cellular	mon	78	1	nonexistent	0
31	married	basic	1	1	telephone	tue	105	1	nonexistent	0
31	married	high.school	1	1	telephone	tue	343	2	nonexistent	0
30	single	university.degree	1	0	cellular	thu	39	2	nonexistent	0
35	single	university.degree	1	0	cellular	thu	633	2	nonexistent	0
30	married	university.degree	1	0	telephone	tue	683	2	nonexistent	1
34	married	university.degree	0	0	telephone	thu	134	1	nonexistent	0
32	married	professional.course	0	1	cellular	wed	183	1	nonexistent	0
43	married	university.degree	0	0	cellular	wed	382	2	nonexistent	0
57	married	basic	0	0	telephone	fri	19	4	nonexistent	0
34	married	basic	0	1	telephone	tue	276	2	nonexistent	0
32	married	professional.course	0	0	cellular	mon	688	2	nonexistent	1
33	single	professional.course	1	0	cellular	mon	1340	1	nonexistent	1
46	single	university.degree	1	0	cellular	mon	93	1	nonexistent	0
80	married	basic	0	0	cellular	fri	213	3	success	1
45	married	basic	1	0	telephone	tue	243	2	nonexistent	0
41	married	basic	1	1	telephone	tue	137	1	nonexistent	0
49	married	high.school	1	0	cellular	thu	82	1	nonexistent	0
50	married	high.school	0	1	telephone	fri	223	3	nonexistent	0
34	married	basic	1	0	telephone	fri	233	1	nonexistent	0
47	married	university.degree	1	0	cellular	mon	145	3	success	0
47	married	high.school	0	0	cellular	fri	130	1	nonexistent	0
55	married	basic	0	0	cellular	tue	232	4	nonexistent	0
46	married	basic	1	0	telephone	wed	196	2	nonexistent	0
24	single	high.school	1	0	cellular	thu	88	1	nonexistent	0
32	single	basic	1	0	cellular	tue	145	12	nonexistent	0
31	married	high.school	0	0	cellular	wed	248	2	nonexistent	0
31	married	basic	1	1	telephone	wed	248	1	nonexistent	0
29	married	high.school	1	0	cellular	fri	668	2	nonexistent	0
48	married	basic	0	0	cellular	mon	420	7	failure	0
33	married	high.school	1	0	cellular	tue	125	2	nonexistent	0
43	married	university.degree	0	0	cellular	fri	24	9	nonexistent	0
29	single	high.school	0	0	telephone	mon	207	1	nonexistent	0
47	married	basic	1	0	cellular	mon	82	4	nonexistent	0
47	married	university.degree	1	0	cellular	tue	133	8	nonexistent	0
33	married	basic	0	0	telephone	mon	511	1	nonexistent	0
56	married	university.degree	1	0	cellular	thu	472	1	nonexistent	0
33	married	university.degree	1	0	cellular	tue	153	1	nonexistent	0
30	single	basic	1	1	telephone	thu	331	4	nonexistent	0
36	married	university.degree	0	0	telephone	thu	22	1	nonexistent	0
50	married	basic	1	0	cellular	mon	36	1	nonexistent	0
45	married	high.school	1	0	cellular	tue	88	5	nonexistent	0
38	single	high.school	1	0	cellular	thu	882	1	success	1
31	single	high.school	0	0	cellular	thu	339	2	nonexistent	0
30	married	professional.course	1	1	cellular	fri	292	2	nonexistent	0
39	married	high.school	1	0	cellular	thu	543	29	nonexistent	0
37	married	basic	0	0	telephone	wed	203	2	nonexistent	0
36	single	basic	0	0	telephone	tue	201	2	nonexistent	0
22	married	professional.course	1	0	cellular	fri	161	4	nonexistent	0
33	married	university.degree	1	0	telephone	mon	130	3	nonexistent	0
37	single	high.school	1	0	telephone	thu	201	1	nonexistent	0
38	married	university.degree	1	1	cellular	thu	68	2	nonexistent	0
53	married	high.school	1	0	telephone	tue	520	1	nonexistent	0
31	married	university.degree	1	0	cellular	thu	515	1	nonexistent	0
44	married	university.degree	0	0	cellular	tue	175	2	failure	1
31	married	high.school	0	0	telephone	wed	636	6	nonexistent	0
43	married	university.degree	1	0	cellular	tue	1332	1	nonexistent	1
30	single	basic	0	0	telephone	fri	10	8	nonexistent	0
47	single	basic	0	0	telephone	tue	241	1	nonexistent	0
28	married	basic	1	0	cellular	thu	1820	4	nonexistent	0
33	married	high.school	1	0	cellular	mon	74	1	failure	0
42	married	university.degree	1	0	cellular	tue	1311	2	nonexistent	1
45	married	high.school	0	0	telephone	tue	559	7	nonexistent	0
32	married	high.school	0	0	cellular	mon	161	2	nonexistent	0
41	married	high.school	0	1	telephone	tue	129	2	nonexistent	0
50	married	basic	1	0	cellular	thu	1365	2	failure	1
42	married	basic	0	0	telephone	wed	332	2	nonexistent	0
45	single	basic	1	1	cellular	tue	21	3	nonexistent	0
52	married	basic	1	1	telephone	fri	390	2	nonexistent	0
49	married	basic	1	0	telephone	fri	1980	2	nonexistent	1
20	single	high.school	1	0	cellular	wed	410	1	nonexistent	0
36	married	university.degree	0	1	telephone	fri	180	1	nonexistent	0
44	divorced	high.school	1	1	cellular	tue	895	1	nonexistent	1
34	divorced	professional.course	1	0	cellular	fri	1190	2	nonexistent	1
67	married	university.degree	1	0	cellular	tue	68	4	failure	0
42	married	university.degree	1	0	cellular	wed	71	1	nonexistent	0
41	single	university.degree	1	0	telephone	wed	318	2	nonexistent	0
37	single	university.degree	1	0	cellular	tue	322	1	failure	0
35	single	basic	0	0	telephone	fri	121	4	nonexistent	0
34	married	university.degree	1	0	cellular	thu	69	1	failure	0
48	married	university.degree	0	0	cellular	tue	115	2	nonexistent	0
46	single	high.school	0	0	cellular	wed	251	3	nonexistent	0
57	divorced	high.school	0	0	telephone	fri	162	1	nonexistent	0
54	married	basic	1	0	cellular	tue	133	2	nonexistent	0
34	married	basic	1	0	telephone	mon	252	3	nonexistent	0
29	single	high.school	0	0	cellular	tue	155	2	nonexistent	0
38	married	basic	1	0	cellular	thu	218	1	nonexistent	0
27	single	high.school	1	0	cellular	thu	101	1	failure	0
42	married	basic	1	0	cellular	wed	458	3	nonexistent	0
35	divorced	professional.course	1	0	telephone	thu	312	2	nonexistent	0
40	married	professional.course	1	0	cellular	thu	176	1	failure	0
44	single	university.degree	1	0	telephone	mon	158	7	nonexistent	0
33	single	university.degree	0	0	cellular	wed	316	4	nonexistent	0
54	married	basic	1	1	cellular	wed	101	1	nonexistent	0
32	married	high.school	1	0	cellular	tue	160	3	nonexistent	0
47	single	university.degree	1	0	cellular	thu	156	4	nonexistent	0
40	single	high.school	1	0	telephone	wed	222	2	nonexistent	0
30	married	university.degree	1	1	cellular	mon	742	4	nonexistent	1
28	single	professional.course	1	0	cellular	tue	167	2	success	0
40	married	basic	1	1	cellular	wed	322	3	nonexistent	0
39	married	basic	1	0	cellular	fri	156	2	nonexistent	0
27	single	high.school	1	0	cellular	fri	784	1	nonexistent	1
51	married	basic	0	0	cellular	fri	253	1	nonexistent	0
39	divorced	professional.course	1	1	telephone	thu	106	1	nonexistent	0
46	married	university.degree	1	0	cellular	thu	164	1	nonexistent	0
49	married	high.school	0	0	cellular	fri	671	2	nonexistent	0
47	married	university.degree	1	0	cellular	fri	59	3	nonexistent	0
32	divorced	university.degree	0	0	telephone	wed	315	2	nonexistent	0
35	married	high.school	1	0	cellular	mon	131	2	nonexistent	0
27	single	high.school	1	1	cellular	wed	177	4	nonexistent	0
42	married	basic	0	0	cellular	thu	55	4	nonexistent	0
35	married	university.degree	0	0	cellular	thu	246	1	nonexistent	0
37	single	university.degree	0	0	telephone	mon	182	2	nonexistent	0
48	married	basic	0	1	cellular	wed	170	1	nonexistent	0
29	single	university.degree	0	0	telephone	thu	297	1	nonexistent	0
50	married	university.degree	1	1	cellular	fri	206	1	nonexistent	0
30	single	university.degree	0	0	telephone	fri	245	4	nonexistent	0
58	divorced	university.degree	1	0	cellular	thu	548	1	nonexistent	0
52	married	basic	0	1	cellular	fri	112	1	nonexistent	0
32	married	university.degree	1	1	telephone	mon	249	1	failure	0
55	married	basic	1	1	cellular	tue	632	2	nonexistent	0
49	married	professional.course	1	0	telephone	thu	219	12	nonexistent	0
35	single	university.degree	0	0	cellular	fri	14	1	nonexistent	0
41	divorced	basic	1	0	telephone	fri	160	2	nonexistent	0
44	married	basic	0	1	cellular	thu	244	2	nonexistent	0
35	married	professional.course	0	0	cellular	wed	427	3	nonexistent	0
44	married	university.degree	0	0	cellular	tue	102	1	nonexistent	0
27	single	basic	1	0	cellular	wed	131	1	nonexistent	0
35	married	university.degree	1	0	cellular	thu	269	1	nonexistent	1
33	single	university.degree	1	0	cellular	wed	101	2	failure	0
35	married	high.school	1	0	cellular	fri	121	1	nonexistent	0
32	single	university.degree	0	0	cellular	fri	221	4	success	0
39	single	university.degree	1	0	telephone	thu	43	9	nonexistent	0
53	married	high.school	1	1	cellular	mon	62	4	nonexistent	0
26	single	high.school	0	0	cellular	fri	134	3	nonexistent	0
25	single	university.degree	0	0	telephone	mon	178	7	nonexistent	0
39	married	basic	0	0	telephone	tue	302	1	nonexistent	0
33	married	university.degree	1	1	cellular	thu	259	2	nonexistent	0
63	married	basic	1	0	cellular	tue	131	4	failure	1
59	married	basic	0	1	telephone	thu	22	3	nonexistent	0
52	single	professional.course	0	1	cellular	thu	139	1	nonexistent	0
25	single	basic	1	1	cellular	wed	322	2	nonexistent	0
29	married	basic	0	0	cellular	wed	54	1	success	0
48	married	basic	0	0	cellular	wed	487	2	nonexistent	0
35	married	university.degree	1	0	cellular	wed	376	2	failure	0
39	married	professional.course	1	0	cellular	thu	202	1	failure	0
31	single	university.degree	0	0	telephone	fri	162	1	nonexistent	0
28	single	professional.course	1	0	cellular	mon	113	1	nonexistent	0
40	married	high.school	0	0	cellular	mon	521	1	nonexistent	0
39	married	university.degree	0	0	telephone	mon	69	3	nonexistent	0
41	married	basic	1	0	telephone	tue	281	3	nonexistent	0
39	married	professional.course	1	0	cellular	fri	80	1	nonexistent	0
30	married	professional.course	1	0	cellular	tue	98	5	nonexistent	0
40	married	basic	1	1	telephone	fri	162	1	nonexistent	0
32	married	professional.course	1	1	cellular	mon	330	4	nonexistent	0
37	divorced	university.degree	1	1	cellular	tue	211	2	nonexistent	0
52	married	university.degree	0	0	cellular	thu	195	1	nonexistent	1
28	single	basic	1	0	cellular	tue	156	1	nonexistent	1
43	married	high.school	1	0	telephone	wed	294	1	nonexistent	0
31	single	university.degree	1	0	cellular	tue	112	1	nonexistent	0
45	divorced	university.degree	0	0	telephone	tue	834	6	nonexistent	0
47	divorced	basic	1	0	cellular	mon	149	7	nonexistent	0
58	divorced	university.degree	1	0	telephone	wed	244	1	nonexistent	0
33	single	high.school	1	0	cellular	fri	270	1	nonexistent	0
28	single	university.degree	0	0	cellular	wed	169	2	nonexistent	0
47	married	university.degree	0	0	telephone	thu	252	2	nonexistent	0
38	single	high.school	0	0	telephone	tue	450	3	success	1
60	married	university.degree	1	0	telephone	thu	89	2	nonexistent	0
28	single	university.degree	1	0	telephone	fri	1128	3	nonexistent	0
33	single	university.degree	1	0	cellular	mon	265	2	nonexistent	1
41	divorced	basic	1	1	cellular	thu	219	1	nonexistent	0
41	married	high.school	1	0	cellular	tue	527	2	nonexistent	0
54	divorced	high.school	0	0	telephone	mon	178	4	nonexistent	0
46	single	professional.course	0	0	cellular	thu	128	1	nonexistent	0
32	married	high.school	0	0	cellular	wed	259	2	nonexistent	0
42	single	university.degree	1	0	cellular	mon	33	2	nonexistent	0
29	single	university.degree	0	0	cellular	mon	87	2	failure	0
24	single	basic	0	0	telephone	wed	115	1	nonexistent	0
58	married	basic	1	0	cellular	tue	79	2	nonexistent	0
31	married	high.school	0	1	telephone	thu	349	2	nonexistent	0
34	single	basic	0	0	cellular	wed	308	1	nonexistent	0
44	married	high.school	1	0	cellular	wed	97	1	nonexistent	0
59	married	basic	0	0	cellular	thu	190	2	failure	0
34	single	university.degree	0	0	telephone	thu	214	2	nonexistent	0
48	married	university.degree	1	0	cellular	mon	112	1	success	0
47	single	university.degree	0	0	cellular	tue	193	1	nonexistent	0
54	married	basic	0	0	cellular	tue	164	4	nonexistent	0
44	married	high.school	1	0	cellular	thu	253	1	failure	0
31	single	university.degree	1	0	telephone	fri	15	4	nonexistent	0
34	married	professional.course	1	0	telephone	mon	210	2	nonexistent	0
38	single	university.degree	1	1	telephone	thu	245	3	nonexistent	0
26	single	professional.course	1	0	cellular	fri	362	2	failure	0
31	divorced	high.school	0	0	cellular	fri	129	3	nonexistent	0
31	single	university.degree	1	0	telephone	tue	116	1	nonexistent	0
57	married	basic	0	0	cellular	thu	134	9	nonexistent	0
36	married	basic	0	1	cellular	fri	118	3	nonexistent	0
46	married	basic	1	1	telephone	mon	140	1	nonexistent	0
37	single	professional.course	0	0	cellular	mon	54	1	nonexistent	0
33	married	professional.course	1	0	telephone	fri	58	1	nonexistent	0
41	single	high.school	1	0	cellular	wed	88	3	nonexistent	0
53	married	basic	0	0	telephone	mon	245	3	nonexistent	0
51	divorced	high.school	1	0	cellular	tue	133	1	failure	0
36	divorced	university.degree	0	0	telephone	thu	767	5	nonexistent	0
47	married	university.degree	1	0	cellular	wed	38	3	nonexistent	0
44	divorced	professional.course	1	0	cellular	thu	245	3	nonexistent	0
45	married	professional.course	1	1	cellular	mon	307	1	nonexistent	0
38	married	high.school	0	0	telephone	mon	340	1	nonexistent	0
36	single	professional.course	0	0	telephone	fri	180	3	nonexistent	0
30	single	professional.course	1	0	cellular	tue	111	2	nonexistent	0
55	married	university.degree	0	0	cellular	thu	122	5	nonexistent	0
45	married	basic	1	0	cellular	wed	73	1	nonexistent	0
58	divorced	university.degree	1	0	cellular	wed	129	1	nonexistent	1
33	single	university.degree	0	1	telephone	fri	71	11	nonexistent	0
36	single	university.degree	1	0	cellular	mon	770	7	nonexistent	0
33	single	high.school	1	1	cellular	tue	113	1	nonexistent	0
44	divorced	high.school	1	1	cellular	mon	164	1	nonexistent	0
30	single	high.school	1	0	cellular	thu	148	2	nonexistent	1
25	single	high.school	0	0	cellular	mon	485	2	nonexistent	1
56	married	basic	1	0	cellular	mon	106	1	nonexistent	0
31	married	university.degree	0	0	cellular	fri	238	1	failure	0
32	married	high.school	1	1	cellular	mon	6	6	failure	0
31	single	basic	0	1	cellular	wed	125	2	nonexistent	0
36	single	professional.course	1	0	telephone	thu	238	1	nonexistent	0
41	married	high.school	1	0	telephone	fri	1074	1	nonexistent	1
55	married	basic	1	0	cellular	mon	304	4	nonexistent	0
57	divorced	university.degree	0	0	telephone	fri	111	1	nonexistent	0
34	married	high.school	1	0	cellular	fri	320	3	failure	0
30	married	high.school	1	0	cellular	tue	19	12	nonexistent	0
40	married	university.degree	0	0	cellular	mon	342	2	nonexistent	0
41	married	basic	1	0	telephone	fri	246	1	failure	0
35	married	basic	0	0	cellular	wed	1259	6	nonexistent	0
59	married	university.degree	0	0	telephone	fri	9	5	nonexistent	0
41	married	basic	1	0	telephone	mon	178	4	nonexistent	0
35	married	professional.course	1	1	cellular	thu	77	3	nonexistent	0
41	divorced	high.school	0	0	telephone	mon	177	4	nonexistent	0
32	single	university.degree	1	0	cellular	thu	250	2	success	0
60	married	basic	0	0	cellular	tue	17	13	nonexistent	0
34	married	university.degree	0	0	cellular	fri	281	1	failure	1
48	married	high.school	0	0	telephone	tue	82	1	nonexistent	0
50	married	university.degree	1	0	cellular	thu	161	2	nonexistent	0
43	married	high.school	0	0	telephone	fri	1422	10	nonexistent	1
46	divorced	basic	0	0	cellular	wed	96	2	failure	0
50	married	university.degree	0	0	cellular	mon	408	1	failure	0
30	single	university.degree	1	0	cellular	wed	215	1	nonexistent	0
44	married	basic	1	0	cellular	thu	121	1	nonexistent	0
32	married	university.degree	1	0	cellular	tue	712	1	failure	1
36	married	professional.course	1	0	telephone	thu	247	1	nonexistent	0
40	married	basic	0	0	telephone	mon	49	1	nonexistent	0
53	divorced	university.degree	1	1	telephone	thu	172	2	nonexistent	0
34	married	basic	1	1	cellular	wed	338	4	nonexistent	0
34	divorced	professional.course	0	0	telephone	wed	91	1	nonexistent	0
41	married	basic	1	0	cellular	thu	1135	3	failure	1
48	married	basic	0	0	cellular	tue	134	7	nonexistent	0
47	married	basic	0	0	telephone	wed	624	2	nonexistent	0
39	married	high.school	0	0	telephone	thu	359	3	nonexistent	0
50	married	basic	1	0	telephone	mon	55	2	nonexistent	0
38	single	basic	1	0	cellular	wed	164	1	nonexistent	0
37	single	university.degree	1	0	telephone	mon	540	1	nonexistent	0
29	single	basic	1	0	cellular	thu	105	2	nonexistent	0
24	single	high.school	1	0	telephone	fri	113	1	nonexistent	0
46	married	university.degree	0	0	telephone	mon	103	1	nonexistent	0
35	single	university.degree	0	1	telephone	fri	159	9	nonexistent	0
33	single	university.degree	1	0	cellular	tue	226	4	nonexistent	0
58	married	professional.course	0	0	cellular	fri	158	3	failure	0
36	married	basic	1	0	telephone	fri	166	2	nonexistent	0
41	married	university.degree	1	0	telephone	fri	67	3	nonexistent	0
33	single	professional.course	1	0	cellular	wed	290	1	nonexistent	0
29	married	university.degree	0	1	cellular	fri	14	5	nonexistent	0
51	single	university.degree	0	0	cellular	fri	657	1	nonexistent	1
52	married	university.degree	0	0	cellular	tue	600	1	nonexistent	1
44	married	basic	0	0	cellular	fri	41	3	nonexistent	0
42	married	high.school	0	1	cellular	thu	219	6	nonexistent	0
43	married	university.degree	0	0	cellular	tue	101	1	nonexistent	0
32	married	high.school	0	0	cellular	mon	44	1	nonexistent	0
32	married	basic	0	0	telephone	mon	41	2	nonexistent	0
38	married	basic	0	1	telephone	thu	90	1	nonexistent	0
32	married	university.degree	1	0	cellular	thu	402	1	nonexistent	0
31	married	professional.course	0	0	cellular	mon	551	3	failure	0
37	married	basic	1	1	cellular	wed	184	3	nonexistent	0
43	married	basic	1	0	cellular	thu	340	1	nonexistent	0
30	married	university.degree	0	0	telephone	mon	165	4	nonexistent	0
34	married	basic	1	0	cellular	tue	264	4	nonexistent	0
29	single	university.degree	1	0	cellular	mon	333	2	nonexistent	0
52	divorced	university.degree	1	1	cellular	tue	183	1	nonexistent	0
54	divorced	basic	0	0	telephone	mon	157	3	nonexistent	0
31	married	professional.course	0	0	cellular	thu	627	3	nonexistent	0
37	married	basic	1	0	cellular	wed	345	10	nonexistent	0
40	single	university.degree	0	0	cellular	mon	141	3	nonexistent	0
43	married	professional.course	0	0	cellular	thu	681	5	nonexistent	0
35	divorced	professional.course	0	0	cellular	wed	66	1	failure	0
37	single	high.school	1	0	cellular	mon	291	1	nonexistent	0
35	married	basic	0	0	telephone	mon	70	6	nonexistent	0
53	married	professional.course	1	1	cellular	tue	140	2	nonexistent	0
55	married	basic	0	0	telephone	wed	345	1	nonexistent	0
40	married	professional.course	0	1	telephone	fri	91	1	nonexistent	1
28	single	high.school	1	0	telephone	thu	240	1	nonexistent	0
39	single	basic	0	1	telephone	fri	396	4	nonexistent	0
41	married	basic	0	0	cellular	fri	491	1	failure	0
46	married	basic	1	0	cellular	tue	398	3	nonexistent	0
52	married	university.degree	0	0	telephone	mon	175	1	nonexistent	0
44	single	high.school	0	1	telephone	fri	12	1	nonexistent	0
31	married	high.school	0	0	cellular	tue	111	2	failure	0
31	married	basic	0	0	cellular	wed	129	2	nonexistent	0
31	married	university.degree	0	0	cellular	wed	196	1	nonexistent	0
35	married	high.school	1	0	cellular	tue	377	4	nonexistent	0
58	married	basic	1	0	telephone	thu	184	1	nonexistent	0
38	married	professional.course	1	0	cellular	fri	363	2	success	1
51	married	basic	0	0	cellular	tue	516	1	nonexistent	0
36	married	professional.course	0	0	telephone	mon	151	1	nonexistent	0
47	married	high.school	1	0	telephone	mon	224	3	nonexistent	0
49	single	high.school	0	0	cellular	thu	103	1	nonexistent	0
39	married	basic	1	1	cellular	fri	215	1	nonexistent	0
33	single	university.degree	1	0	cellular	wed	183	3	nonexistent	0
